,status_group
2303,functional
2304,functional
2305,functional
2306,functional
2307,functional
2308,non functional
2309,functional
2310,non functional
2311,functional
2312,functional
2313,functional
2314,functional needs repair
2315,non functional
2316,functional
2317,non functional
2318,functional
2319,functional needs repair
2320,functional
2321,functional
2322,non functional
2323,non functional
2324,non functional
2325,functional
2326,non functional
2327,functional needs repair
2328,functional
2329,functional
2330,functional
2331,non functional
2332,functional
2333,functional
2334,non functional
2335,functional
2336,functional
2337,functional
2338,functional
2339,non functional
2340,functional
2341,functional needs repair
2342,non functional
2343,functional
2344,functional
2345,functional
2346,functional
2347,functional
2348,functional
2349,functional
2350,functional
2351,non functional
2352,non functional
2353,functional
2354,non functional
2355,functional
2356,functional
2357,functional
2358,functional
2359,functional
2360,functional
2361,functional
2362,functional
2363,functional
2364,non functional
2365,functional needs repair
2366,non functional
2367,functional
2368,functional
2369,non functional
2370,functional
2371,non functional
2372,functional needs repair
2373,functional
2374,functional
2375,functional
2376,functional
2377,functional
2378,non functional
2379,functional
2380,non functional
2381,functional
2382,functional
2383,functional
2384,functional
2385,non functional
2386,non functional
2387,non functional
2388,non functional
2389,non functional
2390,non functional
2391,functional
2392,functional
2393,functional
2394,functional
2395,functional
2396,functional
2397,functional needs repair
2398,functional
2399,non functional
2400,functional
2401,non functional
2402,functional
2403,functional
2404,non functional
2405,functional
2406,functional
2407,functional
2408,functional
2409,functional
2410,non functional
2411,functional
2412,functional
2413,functional
2414,non functional
2415,functional
2416,functional
2417,functional
2418,functional
2419,non functional
2420,functional
2421,functional
2422,functional
2423,functional
2424,non functional
2425,functional
2426,functional
2427,functional
2428,functional needs repair
2429,functional
2430,non functional
2431,non functional
2432,functional
2433,non functional
2434,non functional
2435,functional
2436,functional
2437,functional
2438,functional
2439,functional
2440,functional
2441,non functional
2442,functional
2443,functional
2444,functional
2445,functional
2446,functional
2447,non functional
2448,non functional
2449,functional
2450,non functional
2451,functional
2452,non functional
2453,functional
2454,non functional
2455,non functional
2456,functional
2457,functional
2458,non functional
2459,non functional
2460,functional
2461,functional
2462,functional
2463,functional
2464,non functional
2465,non functional
2466,non functional
2467,non functional
2468,non functional
2469,non functional
2470,functional
2471,functional
2472,functional
2473,functional
2474,non functional
2475,non functional
2476,functional
2477,functional
2478,non functional
2479,functional
2480,non functional
2481,non functional
2482,non functional
2483,functional
2484,functional
2485,non functional
2486,functional
2487,functional
2488,functional
2489,functional
2490,functional
2491,functional
2492,functional
2493,functional
2494,functional
2495,functional
2496,non functional
2497,functional
2498,non functional
2499,non functional
2500,functional
2501,functional
2502,functional
2503,functional
2504,functional
2505,functional
2506,functional
2507,non functional
2508,functional needs repair
2509,non functional
2510,functional
2511,functional
2512,non functional
2513,functional
2514,functional
2515,non functional
2516,functional
2517,functional needs repair
2518,functional
2519,functional needs repair
2520,functional
2521,functional
2522,functional
2523,functional
2524,non functional
2525,non functional
2526,non functional
2527,functional
2528,functional
2529,functional
2530,non functional
2531,non functional
2532,functional needs repair
2533,non functional
2534,non functional
2535,functional
2536,non functional
2537,functional
2538,functional
2539,functional
2540,non functional
2541,non functional
2542,non functional
2543,functional
2544,functional
2545,non functional
2546,non functional
2547,non functional
2548,functional
2549,functional
2550,functional
2551,non functional
2552,functional
2553,functional needs repair
2554,functional
2555,functional
2556,functional
2557,functional
2558,functional
2559,functional
2560,functional
2561,non functional
2562,functional needs repair
2563,non functional
2564,functional
2565,non functional
2566,non functional
2567,functional
2568,functional
2569,functional
2570,functional
